Sentence,Label
"Prior to co-founding Quhuo in 2012, he served as the director of sales for the region of North China at LF Logistics.",1
Mr. Ba will continue to perform business responsibilities as both the chief financial officer and the vice president.,1
The Board has also appointed Mr.,1
"Gang Wang, the chief operating officer of the Company, as a successor director of Quhuo following Ms. Wenting Ji's resignation, effective on July 18, 2022.",1
We respect her decision and sincerely wish Mrs. Ji continued success in all her future endeavors.,1
"Besides, we are delighted to have Mr. Ba serve as our new chief financial officer, and we believe his experience in business practice, skills and leadership will be of great value to the Company and help Quhuo achieve the next stage of growth.""",1
"Within the on-demand consumer service ecosystem, the Company plays a unique and indispensable role as the link between consumer service businesses and end consumers to enable the delivery of goods, services and experiences to consumers.",0
"ROAD TOWN, British Virgin Islands, July 25, 2022 (GLOBE NEWSWIRE) -- Aura Minerals Inc. (TSX: ORA, B3: AURA33) (“Aura” or the “Company”) is pleased to announce the appointment of Mr. Pedro Joao Zahran Turqueto to its board of directors (the “Board”), effective July 25, 2022.",1
Mr. Turqueto is currently the Vice President of Copa Energia and leads the operations and strategy of the largest LPG distributor in Latin America.,1
Mr. Turqueto holds a bachelor’s degree in Law from PUC-SP and an MBA from Columbia School of Business in New York.,1
"Previously, Mr. Philip Reade had stepped down from the Board.",1
The Company would like to thank him for his contributions and support since 2017 and wish him the best on his future endeavors.,1
"Mr. Rodrigo Barbosa, President and CEO commented, “On behalf of the entire Aura team, I would like to thank Mr. Reade for his contributions over the first 5 years of our transformation as we underwent remarkable changes in our strategy and culture.",1
Aura is a mid-tier gold and copper production company focused on the development and operation of gold and base metal projects in the Americas.,0
"In addition, the Company has two additional gold projects in Brazil, Almas and Matupá, one gold project in Colombia, Tolda Fria and the Gold Road mine in Arizona, United States, currently in care & maintenance.",0
"Toronto, Ontario--(Newsfile Corp. - July 21, 2022) - Royal Road Minerals Limited (TSXV: RYR) (""Royal Road"" or the ""Company"") announces that Advisory Board member Mr Hugh Devlin has been appointed to the Company's Board of Directors and that Raul Farfan will step down as the Company's Executive Director Sustainability.",1
Prior to this appointment Hugh Devlin was a member of the Company's Advisory Board.,1
"On leaving the Marines, Hugh worked in security, land and community relations and operations for mineral exploration companies and went on to become one of the co-founders and an original member of the executive board of Royal Road.",1
"Past experience includes several years as a security and risk consultant specializing in resilience planning, disaster recovery and operational logistics.",0
Hugh is currently employed by the UK Ministry of Defense as a Regional Employer Engagement Director.,1
The Board thanks Raul for his valuable contribution and we wish him well with his future endeavors.,1
"Forward-looking statements included herein are based on the current plans, estimates, projections, beliefs and opinions of the Company management and the Company does not undertake any obligation to update forward-looking statements should assumptions related to these plans, estimates, projections, beliefs and opinions change.",1
"DOVER, Del., July 25, 2022 /PRNewswire/ -- Chesapeake Utilities Corporation (NYSE: CPK) (Chesapeake Utilities) today announced that as part of the Board's ongoing succession planning, Sheree M. Petrone and Stephanie N. Gary were appointed to serve as members of the Board of Directors of Chesapeake Utilities, effective July 22.",1
"Petrone joins the Board with extensive energy industry experience, having served in executive positions at Dynegy Inc. and Exelon Corporation.",1
"""Sheree and Stephanie bring business and financial acumen, risk management and strategic planning experience that will enhance our collective contributions to the ever-changing energy industry.""",1
"""Both Sheree and Stephanie bring vast knowledge and expertise in their respective disciplines that align with the unprecedented opportunities ahead for our energy delivery businesses,"" said Jeff Householder, president and CEO of Chesapeake Utilities.",1
"""It is an exciting time to join the Board as Chesapeake Utilities continues to lead in an evolving industry that is driving innovation and change for the betterment of our communities,"" Petrone said.",1
"""It is an honor to join the Chesapeake Utilities Board in its oversight of the execution of the Company's disciplined growth strategy.",1
"I look forward to leveraging my extensive finance leadership experience in support of the Company's initiatives and creation of long-term stakeholder value,"" said Gary.",1
"Petrone served as executive vice president and head of the retail electricity business of Dynegy Inc., and vice president of commercial and retail divisions at Exelon and in financial roles at PECO, an Exelon company.",1
Past management roles included positions at Trigen Energy and Westinghouse.,1
Petrone currently serves as president of Atwater Advisory where she focuses on strategic growth strategies and value creation.,1
"Petrone's alma mater is the University of Delaware, where she serves as an executive mentor at the Alfred Lerner College of Business and Economics.",1
"Prior to TidalHealth, Gary held management positions at UT Southwestern Medical Center and Methodist Health System, during which she managed operating and capital budgets, strategic planning and the finance and business operations.",1
"Gary formerly served on the Board of Duncanville and Cedar Hill Chambers of Commerce in Texas, and currently serves as treasurer of a nonprofit organization that provides community programs and services to residents in the Dallas County area.",1
"HOUSTON--(BUSINESS WIRE)--Kiromic BioPharma, Inc. (NASDAQ: KRBP) (“Kiromic” or the “Company”), a clinical-stage fully integrated biotherapeutics company using its proprietary DIAMOND® artificial intelligence (AI) and big data mining platform to discover and develop cell and gene therapies with a therapeutic focus on immuno-oncology and other diseases, today announces changes in management, and in the Company’s Board of Directors.",1
"Effective January 27, 2022, Pietro Bersani, Kiromic‘s former Chair of the Audit Committee, was appointed as Interim Chief Executive Officer to succeed Dr. Maurizio Chiriva who departed from his roles as Chief Executive Officer and Chairman of the Company’s Board of Directors as of that date.",1
"Effective January 27, 2022, Company Director Michael Nagel was appointed as the Company’s new Chairman of the Board.",1
"“I have been a member of the Kiromic Board of Directors since 2020, and I feel privileged to now lead this Company during this very pivotal year ahead.",1
"We have tremendous science, and a very important milestone to reach in the coming months,” stated Interim CEO Bersani.",1
"From its heritage as a cancer vaccine development company, Kiromic is focused on discovering, developing, and commercializing novel immuno-oncology applications through its robust product pipeline.",0
"Private Securities Litigation Reform Act, Section 21E of the Securities Exchange Act of 1934, as amended, and other federal securities laws.",0
"FRANKFURT AM MAIN, Germany--(BUSINESS WIRE)--Northern Data AG (XETRA: NB2, ISIN: DE000A0SMU87) announces that Chief Financial Officer Dr. Mathias Dähn will terminate his activities for the Company by best mutual agreement at the end of the month.",1
"The Company's Supervisory Board thanks Dr. Dähn for his work for Northern Data AG and wishes him all the best for the future, both professionally and privately.",1
"The Management Board will take over the organizational tasks and transfer the management of the Finance department to Christopher Yoshida, who, as a member of the Executive Board, is also responsible for the business in North America.",1
"Having held senior management positions within global financial groups in London and New York for many years, Mr. Yoshida brings extensive experience to further strengthen the finance department in light of the increasing internationalization of Northern Data's business.",1
"Prior to joining Northern Data, Mr. Yoshida held senior management positions at Morgan Stanley, Deutsche Bank and the Carlyle Group, among others.",1
"Chairman of the Supervisory Board Dr. Tom Oliver Schorling commented, ""During his time as CFO and member of the Management Board since September 2020, Dr. Mathias Dähn has contributed significantly to the professionalization of the Company and supported Northern Data in a significant number of acquisitions.",1
We thank him for his contribution to the Company and wish him all the best for the future.,1
"At the same time, we are very pleased that Christopher Yoshida will not only lead the North American business as President but will now also take over the Finance department and wish him every success in his new role.",1
"These include bitcoin mining, blockchain technology, artificial intelligence, big data analytics, IoT, and graphics rendering.",0
"Amsterdam, 25 May 2022 – Azerion today announced the appointment of Ben Davey as chief financial officer (CFO), effective as of today.",1
"After a distinguished career of nearly 3 years as Azerion CFO and member of the Management Board, Maria del Dado Alonso Sanchez has decided to step down from her roles, leaving the group to pursue other opportunities.",1
She will be available to support the transition until 31 August 2022.,1
The Supervisory Board will nominate Ben as a member of Azerion’s Management Board at an extraordinary general meeting expected to be held later this year.,1
"Azerion’s co-CEO, Atilla Aytekin said: “I am delighted to welcome Ben as our new CFO, as he combines broad finance and capital markets experience with a deep knowledge of Azerion.",1
Forward-looking statements,1
"MISSISSAUGA, Ontario & PHOENIX--(BUSINESS WIRE)--MedAvail Holdings, Inc. (Nasdaq: MDVL) (“MedAvail”), a technology-enabled pharmacy company, today announced that Mark Doerr, RPh, has joined the company as chief executive officer (“CEO”) and director, effective January 10, 2022.",1
"Mr. Doerr succeeds Ed Kilroy, who retired as CEO and from the board of directors and is moving into an advisory role through March 31, 2022.",1
The company also announced changes to its board of directors and reported preliminary fourth quarter and full year 2021 revenue results.,1
Gerard van Hamel Platerink has stepped down as chairperson of the board of directors.,1
Mr. van Hamel Platerink has served on MedAvail’s board of directors since June 2012.,1
"He is succeeded by current director, Rob Faulkner.",1
"Helen Ciesielski, who has served on the board of directors since 2018, also stepped down.",1
"In addition to the appointment of Mark Doerr, the board of directors has also appointed two other new directors: Laurie McGraw and Paul Johnson.",1
"These changes to the board became effective as of January 10, 2022.",1
"“On behalf of the entire company and the board of directors, I would like to thank Ed for his valuable contributions and decade of service to MedAvail.",1
"As CEO, Ed and his team built a strong platform to enable improved care for patients and new markets for pharmacy technology and services which underpin MedAvail’s sustainable growth,” said Mr. Faulkner.",1
He brings almost 30 years of experience in building and scaling organizations in pharmacy technology services.,1
“It has been a highlight of my professional career to be part of the MedAvail team and to work with dedicated colleagues to build this transformational organization.,1
"Before MedAvail, he was Senior Vice President and General Manager at Change Healthcare for its Pharmacy Business Unit where he was responsible for all pharmacy business lines and led a 400-member team.",1
"Prior to Change Healthcare, Mr. Doerr served as CEO of the Blackstone-owned eRx Network that he successfully grew and which was acquired by Change Healthcare.",1
He also served as Senior Vice President of Pharmacy at Giant Eagle.,1
"Earlier in his career, Mr. Doerr held key leadership roles with Adheris Health, Catalina Health and Sears Health.",1
Mr. Doerr holds a Bachelor of Science in Pharmacy from Ohio Northern University.,1
"From 2013 to 2015, Ms. McGraw served as Chief Executive Officer of Shareable Ink, a clinical documentation and data solutions company.",1
"From 2000 to 2013, Ms. McGraw served in various leadership roles at Allscripts including President, Enterprise Solutions and Chief Client Officer.",1
Ms. McGraw also spent ten years as a development leader and head of client success at ChannelHealth/IDX before its sale to Allscripts.,1
Ms. McGraw received an Sc.,1
"From November 2013 until November 2021, Mr. Johnson served in various roles at Lemonaid Health, an online health company, prior to its acquisition by 23andMe, including as Chief Executive Officer from February 2018 until November 2021, Co-CEO from June 2015 until February 2018, and Chief Operating Officer from November 2013 until June 2015.",1
"In this capacity, Mr. Johnson developed and oversaw the company’s growth and exit.",1
"Prior to Lemonaid Health, he held roles as Head of Online at Lloyds Pharmacy and Director, UK at Zooplus AG.",1
"Mr. Johnson holds a Bachelors of Science, with honors in IT and Business Management from the University of Worcester.",1
"SpotRx is a telehealth platform that delivers remote pharmacist consultations through an on-site dispensing kiosk, supplemented with home delivery capability.",0
"These forward-looking statements include, but are not limited to, statements regarding MedAvail's preliminary financial results; planned leadership changes; business strategy; market opportunity; expectations for growth; expansion plans; and customer partnerships.",1
Her authorization as a member of the Management Board expires on 30.06.2022.,1
"""Olga Lustsik is an excellent team member and a dedicated leader, with whose support the company achieved several significant milestones in its long-term strategy,"" said Sergei Bogatenkov, CEO of Admirals Group AS, adding: “I am very grateful to Olga for her contribution to the success of Admirals and I wish her the best in her future career.""",1
